"Dataset_Type","Sample_Size","Simulation","n","p","MeLSI_F","MeLSI_p","MeLSI_significant","Euclidean_F","Euclidean_p","Euclidean_significant","BrayCurtis_F","BrayCurtis_p","BrayCurtis_significant","Jaccard_F","Jaccard_p","Jaccard_significant","WeightedUniFrac_F","WeightedUniFrac_p","WeightedUniFrac_significant","UnweightedUniFrac_F","UnweightedUniFrac_p","UnweightedUniFrac_significant","Best_Traditional","Best_Traditional_F"
"Null Synthetic",50,1,50,200,1.38051261805494,0.0796019900497512,FALSE,1.1422472749372,0.093,FALSE,1.05721542371336,0.298,FALSE,1.11969809361491,0.222,FALSE,1.05575264262631,0.343,FALSE,1.06559642674471,0.34,FALSE,"Euclidean",1.1422472749372
"Null Real Shuffled",100,2,100,130,0.757695878088189,0.940298507462687,FALSE,0.642454409523532,0.803,FALSE,0.608681113411387,0.807,FALSE,0.460753967520122,0.685,FALSE,0.578680676340271,0.739,FALSE,0.286432684772581,0.769,FALSE,"Euclidean",0.642454409523532
"Null Real Shuffled",100,17,100,130,1.1410635050781,0.611940298507463,FALSE,0.793780518740277,0.641,FALSE,0.987347335113283,0.415,FALSE,4.87873838519012,0.007,TRUE,1.15099771894588,0.333,FALSE,6.43765502633468,0.002,TRUE,"UnweightedUniFrac",6.43765502633468
"Null Synthetic",200,17,200,200,1.21503483904598,0.805970149253731,FALSE,0.878546827896227,0.884,FALSE,0.767459123626301,0.977,FALSE,1.01101475320761,0.475,FALSE,0.91274177169354,0.644,FALSE,1.03142619413593,0.424,FALSE,"UnweightedUniFrac",1.03142619413593
"Null Real Shuffled",200,17,200,130,1.55981414053266,0.233830845771144,FALSE,1.38752049874646,0.14,FALSE,1.41323052432664,0.174,FALSE,-0.0483619744078361,0.969,FALSE,1.07558512366327,0.365,FALSE,-0.135022793312145,0.98,FALSE,"BrayCurtis",1.41323052432664
"Null Synthetic",50,18,50,200,1.23867932733202,0.437810945273632,FALSE,1.0585061362559,0.284,FALSE,1.06977779803299,0.258,FALSE,0.723553826572812,0.955,FALSE,1.00418619348311,0.43,FALSE,0.674071732662498,0.954,FALSE,"BrayCurtis",1.06977779803299
"Null Real Shuffled",50,18,50,130,0.928029890004643,0.850746268656716,FALSE,0.78058194795258,0.711,FALSE,0.907275429188231,0.498,FALSE,0.396695393620004,0.728,FALSE,1.28159093932392,0.241,FALSE,0.497417060921792,0.601,FALSE,"WeightedUniFrac",1.28159093932392
"Null Synthetic",100,18,100,200,1.17836264993657,0.830845771144279,FALSE,0.915988083199594,0.809,FALSE,0.901806597073035,0.821,FALSE,1.07952045873418,0.331,FALSE,0.839639758631914,0.774,FALSE,0.908105940857496,0.647,FALSE,"Jaccard",1.07952045873418
"Null Real Shuffled",100,18,100,130,1.07370510117376,0.701492537313433,FALSE,0.814880725254131,0.615,FALSE,1.33524147875018,0.214,FALSE,0.516129430407156,0.648,FALSE,1.5512178276584,0.164,FALSE,0.489156512646048,0.665,FALSE,"WeightedUniFrac",1.5512178276584
"Null Synthetic",200,18,200,200,1.4712861387937,0.189054726368159,FALSE,1.10371353087227,0.153,FALSE,1.02045042507267,0.421,FALSE,0.940446713575306,0.64,FALSE,0.89906857123687,0.664,FALSE,0.998795323605415,0.482,FALSE,"Euclidean",1.10371353087227
"Null Real Shuffled",200,18,200,130,0.790607121338684,0.935323383084577,FALSE,0.5360007568684,0.947,FALSE,0.466833307175213,0.9,FALSE,0.463226196352702,0.692,FALSE,0.529204131075601,0.762,FALSE,0.276720726494713,0.792,FALSE,"Euclidean",0.5360007568684
"Null Synthetic",50,19,50,200,1.1102879552527,0.840796019900497,FALSE,0.874807112474767,0.898,FALSE,0.9053455233025,0.806,FALSE,0.664439145368753,0.971,FALSE,1.09697371327721,0.295,FALSE,0.647136544428337,0.96,FALSE,"WeightedUniFrac",1.09697371327721
"Null Synthetic",200,2,200,200,1.25420726494859,0.810945273631841,FALSE,0.914160638176459,0.807,FALSE,0.917599954725828,0.743,FALSE,1.14007150604856,0.217,FALSE,0.814394378337226,0.768,FALSE,1.17083089725992,0.216,FALSE,"UnweightedUniFrac",1.17083089725992
"Null Real Shuffled",50,19,50,130,1.44125377789503,0.303482587064677,FALSE,0.876302343772712,0.528,FALSE,0.611320374758426,0.783,FALSE,-0.101289546106321,0.972,FALSE,1.23384398767432,0.258,FALSE,-0.543287066704602,0.998,FALSE,"WeightedUniFrac",1.23384398767432
"Null Synthetic",100,19,100,200,1.20828259352372,0.741293532338308,FALSE,0.910355098780534,0.8,FALSE,1.0017592091164,0.472,FALSE,0.720295614386288,0.936,FALSE,0.874115540312844,0.727,FALSE,0.64670054900028,0.971,FALSE,"BrayCurtis",1.0017592091164
"Null Real Shuffled",100,19,100,130,1.48933819433172,0.373134328358209,FALSE,0.877119495493483,0.522,FALSE,0.578709368216458,0.834,FALSE,0.578024547267686,0.61,FALSE,0.625296861205387,0.655,FALSE,0.639957411432855,0.512,FALSE,"Euclidean",0.877119495493483
"Null Synthetic",200,19,200,200,1.37127790152699,0.462686567164179,FALSE,1.00045256333586,0.512,FALSE,0.92491742172271,0.71,FALSE,1.11512198418861,0.249,FALSE,0.750154122293542,0.883,FALSE,1.24997985621698,0.123,FALSE,"UnweightedUniFrac",1.24997985621698
"Null Real Shuffled",200,19,200,130,1.88753238421738,0.139303482587065,FALSE,1.60867651527973,0.088,FALSE,1.53269013997505,0.118,FALSE,0.602450315191045,0.609,FALSE,1.02482363378698,0.377,FALSE,0.57000316900838,0.631,FALSE,"Euclidean",1.60867651527973
"Null Synthetic",50,20,50,200,1.03882869215628,0.945273631840796,FALSE,0.838787206115634,0.937,FALSE,0.943848855778346,0.686,FALSE,1.00339797341938,0.452,FALSE,0.969798032083365,0.506,FALSE,1.103149859449,0.32,FALSE,"UnweightedUniFrac",1.103149859449
"Null Real Shuffled",50,20,50,130,1.20578126539789,0.54228855721393,FALSE,0.936886364884101,0.481,FALSE,0.896609107690686,0.507,FALSE,1.16526251421277,0.315,FALSE,1.5041440780446,0.16,FALSE,0.770213755241599,0.421,FALSE,"WeightedUniFrac",1.5041440780446
"Null Synthetic",100,20,100,200,1.28850357960672,0.562189054726368,FALSE,0.990650324419384,0.532,FALSE,1.00331155243308,0.483,FALSE,0.977521742447472,0.527,FALSE,0.803506351414517,0.826,FALSE,1.02950835855314,0.434,FALSE,"UnweightedUniFrac",1.02950835855314
"Null Real Shuffled",100,20,100,130,1.87171353610409,0.134328358208955,FALSE,1.61316356495172,0.107,FALSE,1.46805835837131,0.141,FALSE,0.780486073920765,0.479,FALSE,1.93390567883208,0.086,FALSE,0.509309131561202,0.707,FALSE,"WeightedUniFrac",1.93390567883208
"Null Synthetic",200,20,200,200,1.42943537882619,0.328358208955224,FALSE,1.06068786816949,0.295,FALSE,1.0895973767459,0.221,FALSE,0.882346765534788,0.743,FALSE,0.974984442403699,0.496,FALSE,0.890887398333552,0.695,FALSE,"BrayCurtis",1.0895973767459
"Null Real Shuffled",200,2,200,130,2.37290352852772,0.0746268656716418,FALSE,1.71941081538781,0.057,FALSE,1.09800931895801,0.336,FALSE,1.35114614526503,0.247,FALSE,1.13047401675393,0.292,FALSE,1.2570350317986,0.261,FALSE,"Euclidean",1.71941081538781
"Null Real Shuffled",200,20,200,130,1.41820351815982,0.338308457711443,FALSE,0.979855104904352,0.433,FALSE,0.980345669363115,0.448,FALSE,2.0901279002416,0.096,FALSE,0.763352886523964,0.536,FALSE,1.5609597177088,0.209,FALSE,"Jaccard",2.0901279002416
"Null Synthetic",50,21,50,200,1.14541674635845,0.751243781094527,FALSE,0.970292124805513,0.578,FALSE,0.949207589432981,0.666,FALSE,1.01751711471624,0.452,FALSE,0.976860253048378,0.486,FALSE,1.20797774634776,0.155,FALSE,"UnweightedUniFrac",1.20797774634776
"Null Real Shuffled",50,21,50,130,0.918802438270569,0.781094527363184,FALSE,0.668018216552011,0.788,FALSE,0.933118700920523,0.478,FALSE,1.49109946523321,0.185,FALSE,1.60952269341851,0.144,FALSE,1.85654030019563,0.165,FALSE,"UnweightedUniFrac",1.85654030019563
"Null Synthetic",100,21,100,200,1.48167443843716,0.104477611940299,FALSE,1.12657634470296,0.09,FALSE,1.14341991667898,0.108,FALSE,1.1344879653965,0.213,FALSE,1.00498605445216,0.432,FALSE,0.822366173901628,0.801,FALSE,"BrayCurtis",1.14341991667898
"Null Real Shuffled",100,21,100,130,1.90327271536531,0.159203980099502,FALSE,1.28878067648944,0.189,FALSE,1.98484453446532,0.045,TRUE,2.23144266506978,0.102,FALSE,1.09882965320219,0.306,FALSE,2.70759614489539,0.073,FALSE,"UnweightedUniFrac",2.70759614489539
"Null Synthetic",200,21,200,200,1.25904859015886,0.746268656716418,FALSE,0.923123297590611,0.771,FALSE,0.845488869980291,0.911,FALSE,0.765816917158866,0.918,FALSE,0.791271436430372,0.841,FALSE,0.840091138731927,0.772,FALSE,"Euclidean",0.923123297590611
"Null Real Shuffled",200,21,200,130,1.29410122891391,0.477611940298507,FALSE,0.89268504246362,0.495,FALSE,1.05924868927,0.35,FALSE,0.249513570301152,0.827,FALSE,1.6129379562942,0.138,FALSE,0.336007068774704,0.709,FALSE,"WeightedUniFrac",1.6129379562942
"Null Synthetic",50,22,50,200,1.0143713179956,0.995024875621891,FALSE,0.835855942174501,0.951,FALSE,0.865215031076491,0.891,FALSE,0.756492684935564,0.935,FALSE,0.801021566090821,0.824,FALSE,0.696175076959884,0.942,FALSE,"BrayCurtis",0.865215031076491
"Null Real Shuffled",50,22,50,130,1.48095724219866,0.26865671641791,FALSE,1.28000113747764,0.213,FALSE,1.35399542411159,0.17,FALSE,1.5275613286827,0.189,FALSE,1.11431090849986,0.341,FALSE,1.25339233053199,0.266,FALSE,"Jaccard",1.5275613286827
"Null Synthetic",100,22,100,200,1.53524459443789,0.0248756218905473,TRUE,1.22681313356654,0.026,TRUE,1.11565318986803,0.15,FALSE,1.57145562153189,0.003,TRUE,1.06777980939252,0.337,FALSE,1.61527579880676,0.004,TRUE,"UnweightedUniFrac",1.61527579880676
"Null Synthetic",50,3,50,200,1.19293142684045,0.592039800995025,FALSE,0.962959572546485,0.588,FALSE,0.992306907336805,0.532,FALSE,0.757340785499757,0.928,FALSE,0.974053764787505,0.485,FALSE,0.72697475738839,0.923,FALSE,"BrayCurtis",0.992306907336805
"Null Real Shuffled",100,22,100,130,1.4046702599788,0.407960199004975,FALSE,0.874455829400567,0.539,FALSE,0.875980236804124,0.493,FALSE,0.63129695376319,0.552,FALSE,0.560218720214025,0.729,FALSE,0.67017190706282,0.557,FALSE,"BrayCurtis",0.875980236804124
"Null Synthetic",200,22,200,200,1.52464650367818,0.0945273631840796,FALSE,1.11239435910455,0.123,FALSE,1.18133223597477,0.055,FALSE,0.911802563566159,0.668,FALSE,0.907718531935711,0.62,FALSE,0.811930533537974,0.811,FALSE,"BrayCurtis",1.18133223597477
"Null Real Shuffled",200,22,200,130,1.14911693494318,0.601990049751244,FALSE,0.788048375469802,0.644,FALSE,0.863367358310757,0.553,FALSE,0.346198133777913,0.846,FALSE,1.05762275249935,0.384,FALSE,0.512210712192172,0.648,FALSE,"WeightedUniFrac",1.05762275249935
"Null Synthetic",50,23,50,200,1.12451086772713,0.82089552238806,FALSE,0.932504608650736,0.721,FALSE,0.954334259996889,0.645,FALSE,0.918344269682684,0.654,FALSE,0.749688736489598,0.881,FALSE,0.933923310401923,0.638,FALSE,"BrayCurtis",0.954334259996889
"Null Real Shuffled",50,23,50,130,1.38286502275299,0.293532338308458,FALSE,0.851893207529058,0.536,FALSE,0.886995881495838,0.509,FALSE,-0.102070558802455,0.985,FALSE,0.346372928629423,0.885,FALSE,0.155965169784321,0.849,FALSE,"BrayCurtis",0.886995881495838
"Null Synthetic",100,23,100,200,1.27645647867929,0.572139303482587,FALSE,0.953984567766285,0.642,FALSE,0.902661693360452,0.816,FALSE,1.04864571580379,0.366,FALSE,1.38294744149343,0.06,FALSE,0.983291811670994,0.506,FALSE,"WeightedUniFrac",1.38294744149343
"Null Real Shuffled",100,23,100,130,0.797797108488784,0.890547263681592,FALSE,0.76410930524251,0.652,FALSE,1.24301803188908,0.254,FALSE,1.13373045447998,0.289,FALSE,1.63066015090682,0.144,FALSE,1.88492456384773,0.146,FALSE,"UnweightedUniFrac",1.88492456384773
"Null Synthetic",200,23,200,200,1.29529834895163,0.577114427860697,FALSE,0.977807128911611,0.578,FALSE,0.92212738978517,0.756,FALSE,1.08906454290309,0.3,FALSE,0.860764166822937,0.699,FALSE,1.17598970801406,0.198,FALSE,"UnweightedUniFrac",1.17598970801406
"Null Real Shuffled",200,23,200,130,2.63041557645558,0.0298507462686567,TRUE,1.83690037457965,0.038,TRUE,2.19160114074753,0.032,TRUE,1.84508568242808,0.155,FALSE,2.48414147666069,0.046,TRUE,1.49868890622054,0.229,FALSE,"WeightedUniFrac",2.48414147666069
"Null Synthetic",50,24,50,200,1.09452506061199,0.91044776119403,FALSE,0.920188201065957,0.783,FALSE,0.900554453190723,0.802,FALSE,1.07170058686561,0.351,FALSE,0.971085185910483,0.498,FALSE,0.945607743737796,0.56,FALSE,"Jaccard",1.07170058686561
"Null Real Shuffled",50,3,50,130,0.937288202742462,0.746268656716418,FALSE,0.585588909701283,0.907,FALSE,0.585076643508445,0.778,FALSE,1.74660041358027,0.138,FALSE,0.416847447938995,0.836,FALSE,1.10310523664484,0.33,FALSE,"Jaccard",1.74660041358027
"Null Real Shuffled",50,24,50,130,0.76911605116494,0.950248756218905,FALSE,0.740586224228162,0.724,FALSE,0.534340397636052,0.872,FALSE,0.608486693254849,0.607,FALSE,0.458057158367583,0.848,FALSE,0.41627885606245,0.691,FALSE,"Euclidean",0.740586224228162
"Null Synthetic",100,24,100,200,1.27567819993793,0.606965174129353,FALSE,0.99142474529195,0.548,FALSE,0.935012335860567,0.718,FALSE,0.99881926568922,0.482,FALSE,0.963062475355587,0.531,FALSE,1.14401723181817,0.237,FALSE,"UnweightedUniFrac",1.14401723181817
"Null Real Shuffled",100,24,100,130,2.2881238132049,0.0696517412935323,FALSE,1.7128853560931,0.049,TRUE,1.70685148581597,0.075,FALSE,1.77665338275062,0.148,FALSE,2.41067214052843,0.041,TRUE,1.97775052024927,0.119,FALSE,"WeightedUniFrac",2.41067214052843
"Null Synthetic",200,24,200,200,1.442401568187,0.238805970149254,FALSE,1.06869176259421,0.244,FALSE,1.02726557259717,0.404,FALSE,1.11310174152539,0.272,FALSE,0.555564459004354,0.996,FALSE,1.18564400806357,0.21,FALSE,"UnweightedUniFrac",1.18564400806357
"Null Real Shuffled",200,24,200,130,0.932302932670843,0.860696517412935,FALSE,0.655414064444248,0.832,FALSE,0.489009045855121,0.903,FALSE,1.89699161811893,0.151,FALSE,1.22885878550753,0.267,FALSE,1.63159934829217,0.188,FALSE,"Jaccard",1.89699161811893
"Null Synthetic",50,25,50,200,1.17955300008659,0.656716417910448,FALSE,0.974087761799638,0.593,FALSE,0.943614109989012,0.682,FALSE,0.890131491297844,0.708,FALSE,0.85743080001883,0.719,FALSE,0.937558853596553,0.607,FALSE,"Euclidean",0.974087761799638
"Null Real Shuffled",50,25,50,130,1.21174316707742,0.45273631840796,FALSE,0.921621198447458,0.496,FALSE,1.23610714724188,0.262,FALSE,0.404294537286824,0.771,FALSE,1.3104066417226,0.262,FALSE,0.367099527289071,0.77,FALSE,"WeightedUniFrac",1.3104066417226
"Null Synthetic",100,25,100,200,1.10201406526625,0.950248756218905,FALSE,0.833609001317372,0.96,FALSE,0.855696790663183,0.911,FALSE,0.880180492350141,0.729,FALSE,1.09927921403793,0.299,FALSE,0.607243521182705,0.974,FALSE,"WeightedUniFrac",1.09927921403793
"Null Real Shuffled",100,25,100,130,1.43312894602905,0.303482587064677,FALSE,0.970937331302263,0.44,FALSE,0.741048639488666,0.669,FALSE,1.38113097215167,0.237,FALSE,0.813561413363688,0.546,FALSE,1.73519309477302,0.154,FALSE,"UnweightedUniFrac",1.73519309477302
"Null Synthetic",200,25,200,200,1.32058921259664,0.577114427860697,FALSE,0.963625807725141,0.607,FALSE,0.92055934883267,0.746,FALSE,1.04433604157171,0.36,FALSE,0.750712219487278,0.881,FALSE,0.927461899085631,0.631,FALSE,"Jaccard",1.04433604157171
"Null Synthetic",100,3,100,200,1.31510588981029,0.477611940298507,FALSE,1.0108733105019,0.432,FALSE,0.980147440054414,0.569,FALSE,0.813805322843173,0.863,FALSE,1.27629519175049,0.124,FALSE,0.975167921848147,0.516,FALSE,"WeightedUniFrac",1.27629519175049
"Null Real Shuffled",200,25,200,130,1.19993920563783,0.54726368159204,FALSE,0.688255946659949,0.783,FALSE,0.65491732727971,0.726,FALSE,4.0036988941308,0.014,TRUE,0.919756292082338,0.448,FALSE,4.4507334151763,0.014,TRUE,"UnweightedUniFrac",4.4507334151763
"Null Synthetic",50,26,50,200,1.16775897350733,0.666666666666667,FALSE,0.960234942566808,0.639,FALSE,1.04563256682692,0.343,FALSE,1.29714231496161,0.064,FALSE,0.670730833374403,0.936,FALSE,1.27979474494633,0.098,FALSE,"Jaccard",1.29714231496161
"Null Real Shuffled",50,26,50,130,1.58778103870319,0.223880597014925,FALSE,0.885722559998645,0.504,FALSE,0.563148131848341,0.806,FALSE,0.176269679916727,0.888,FALSE,0.467963609049139,0.8,FALSE,0.281434810426163,0.755,FALSE,"Euclidean",0.885722559998645
"Null Synthetic",100,26,100,200,1.25172144188524,0.656716417910448,FALSE,0.982386697348421,0.6,FALSE,1.04562129825214,0.363,FALSE,0.697859114642106,0.952,FALSE,1.29312229538213,0.106,FALSE,0.699161388979442,0.931,FALSE,"WeightedUniFrac",1.29312229538213
"Null Real Shuffled",100,26,100,130,1.12501402321871,0.676616915422886,FALSE,0.638549738142639,0.869,FALSE,0.761409260180851,0.631,FALSE,0.934863047223413,0.4,FALSE,0.350737138456796,0.891,FALSE,1.23803370249256,0.279,FALSE,"UnweightedUniFrac",1.23803370249256
"Null Synthetic",200,26,200,200,1.46671837612511,0.213930348258706,FALSE,1.1288407268707,0.108,FALSE,1.10219199529587,0.177,FALSE,1.0141177383518,0.482,FALSE,0.805373901478359,0.828,FALSE,0.886618915167665,0.698,FALSE,"Euclidean",1.1288407268707
"Null Real Shuffled",200,26,200,130,1.1657719103661,0.582089552238806,FALSE,0.780183842068421,0.667,FALSE,0.333515964129188,0.975,FALSE,0.378421432706218,0.756,FALSE,0.281259282350573,0.943,FALSE,0.174567103936091,0.865,FALSE,"Euclidean",0.780183842068421
"Null Synthetic",50,27,50,200,1.62996828480952,0.00497512437810945,TRUE,1.34593138659635,0.002,TRUE,1.38381681069544,0.002,TRUE,1.18867387986123,0.143,FALSE,1.46886168924877,0.035,TRUE,1.25193025217309,0.122,FALSE,"WeightedUniFrac",1.46886168924877
"Null Real Shuffled",50,27,50,130,2.14634471785109,0.0746268656716418,FALSE,1.52895241682101,0.096,FALSE,1.01527584304365,0.417,FALSE,2.29450630991715,0.092,FALSE,0.557503607049663,0.744,FALSE,1.59366062074264,0.181,FALSE,"Jaccard",2.29450630991715
"Null Synthetic",100,27,100,200,1.27670037675094,0.492537313432836,FALSE,1.00353504476602,0.496,FALSE,1.03380726027136,0.381,FALSE,1.07296798553449,0.35,FALSE,1.19271104584423,0.185,FALSE,1.13892515220043,0.254,FALSE,"WeightedUniFrac",1.19271104584423
"Null Real Shuffled",100,3,100,130,1.62971715757193,0.223880597014925,FALSE,1.26753963149774,0.186,FALSE,1.18785569422419,0.294,FALSE,0.534789514092424,0.686,FALSE,2.15217557108712,0.048,TRUE,0.423127600995771,0.727,FALSE,"WeightedUniFrac",2.15217557108712
"Null Real Shuffled",100,27,100,130,0.967283210206227,0.786069651741294,FALSE,0.821822279110631,0.611,FALSE,0.819001529116468,0.558,FALSE,0.482786563410861,0.671,FALSE,0.673667784676589,0.614,FALSE,0.345860965587722,0.763,FALSE,"Euclidean",0.821822279110631
"Null Synthetic",200,27,200,200,1.20713563224484,0.850746268656716,FALSE,0.916099210429202,0.824,FALSE,0.997434264265665,0.463,FALSE,0.828606240784246,0.832,FALSE,0.825208619475348,0.785,FALSE,0.760480941454364,0.88,FALSE,"BrayCurtis",0.997434264265665
"Null Real Shuffled",200,27,200,130,1.19474153132981,0.606965174129353,FALSE,0.958249359945021,0.442,FALSE,0.909172596358083,0.495,FALSE,0.442947117789239,0.715,FALSE,0.394967983757344,0.914,FALSE,0.58100128590211,0.561,FALSE,"Euclidean",0.958249359945021
"Null Synthetic",50,28,50,200,1.24522721594614,0.402985074626866,FALSE,1.00467802440434,0.455,FALSE,1.14020189009216,0.123,FALSE,0.871257213906939,0.779,FALSE,0.946461324423906,0.547,FALSE,0.912986367489681,0.643,FALSE,"BrayCurtis",1.14020189009216
"Null Real Shuffled",50,28,50,130,1.81546443873159,0.0995024875621891,FALSE,2.19153379263725,0.024,TRUE,2.03324007812979,0.049,TRUE,1.10633365755242,0.343,FALSE,3.06286211510073,0.022,TRUE,0.890698794328493,0.437,FALSE,"WeightedUniFrac",3.06286211510073
